country_name,country_code,year,sec_school_enroll
Brunei Darussalam,BRN,1980,61.0722007751465
Brunei Darussalam,BRN,1981,61.7599296569824
Brunei Darussalam,BRN,1982,63.4685096740723
Brunei Darussalam,BRN,1983,65.9173583984375
Brunei Darussalam,BRN,1984,63.9403800964355
Brunei Darussalam,BRN,1985,63.590030670166
Brunei Darussalam,BRN,1986,60.7707481384277
Brunei Darussalam,BRN,1987,NA
Brunei Darussalam,BRN,1988,NA
Brunei Darussalam,BRN,1989,NA
Brunei Darussalam,BRN,1990,NA
Brunei Darussalam,BRN,1991,73.195671081543
Brunei Darussalam,BRN,1992,73.8998718261719
Brunei Darussalam,BRN,1993,75.7966613769531
Brunei Darussalam,BRN,1994,76.2749481201172
Brunei Darussalam,BRN,1995,NA
Brunei Darussalam,BRN,1996,NA
Brunei Darussalam,BRN,1997,NA
Brunei Darussalam,BRN,1998,81.0034027099609
Brunei Darussalam,BRN,1999,84.2143936157227
Brunei Darussalam,BRN,2000,84.6492309570313
Brunei Darussalam,BRN,2001,85.0624389648438
Brunei Darussalam,BRN,2002,86.541862487793
Brunei Darussalam,BRN,2003,88.374153137207
Brunei Darussalam,BRN,2004,92.80322265625
Brunei Darussalam,BRN,2005,96.587532043457
Brunei Darussalam,BRN,2006,97.4411773681641
Brunei Darussalam,BRN,2007,95.7946090698242
Brunei Darussalam,BRN,2008,96.0159072875977
Brunei Darussalam,BRN,2009,98.2040405273438
Brunei Darussalam,BRN,2010,99.1756362915039
Indonesia,IDN,1980,NA
Indonesia,IDN,1981,28.3557796478271
Indonesia,IDN,1982,30.5354404449463
Indonesia,IDN,1983,34.0479583740234
Indonesia,IDN,1984,34.3006210327148
Indonesia,IDN,1985,NA
Indonesia,IDN,1986,41.8992500305176
Indonesia,IDN,1987,47.3943405151367
Indonesia,IDN,1988,49.3497009277344
Indonesia,IDN,1989,49.1926612854004
Indonesia,IDN,1990,46.5900917053223
Indonesia,IDN,1991,44.8151588439941
Indonesia,IDN,1992,44.0668411254883
Indonesia,IDN,1993,43.7292709350586
Indonesia,IDN,1994,44.7505798339844
Indonesia,IDN,1995,47.5789985656738
Indonesia,IDN,1996,50.3472709655762
Indonesia,IDN,1997,54.0828704833984
Indonesia,IDN,1998,54.3274307250977
Indonesia,IDN,1999,54.406608581543
Indonesia,IDN,2000,55.0771217346191
Indonesia,IDN,2001,55.5403594970703
Indonesia,IDN,2002,57.1615905761719
Indonesia,IDN,2003,60.1432189941406
Indonesia,IDN,2004,61.8672409057617
Indonesia,IDN,2005,60.1542892456055
Indonesia,IDN,2006,62.6410293579102
Indonesia,IDN,2007,70.5409164428711
Indonesia,IDN,2008,69.6562271118164
Indonesia,IDN,2009,74.6276473999023
Indonesia,IDN,2010,76.4262466430664
Cambodia,KHM,1980,NA
Cambodia,KHM,1981,NA
Cambodia,KHM,1982,NA
Cambodia,KHM,1983,NA
Cambodia,KHM,1984,NA
Cambodia,KHM,1985,NA
Cambodia,KHM,1986,NA
Cambodia,KHM,1987,NA
Cambodia,KHM,1988,NA
Cambodia,KHM,1989,NA
Cambodia,KHM,1990,NA
Cambodia,KHM,1991,27.1973304748535
Cambodia,KHM,1992,NA
Cambodia,KHM,1993,NA
Cambodia,KHM,1994,NA
Cambodia,KHM,1995,NA
Cambodia,KHM,1996,NA
Cambodia,KHM,1997,NA
Cambodia,KHM,1998,18.003490447998
Cambodia,KHM,1999,16.5975093841553
Cambodia,KHM,2000,17.2854499816895
Cambodia,KHM,2001,18.9289493560791
Cambodia,KHM,2002,22.9268207550049
Cambodia,KHM,2003,27.5021095275879
Cambodia,KHM,2004,31.3207492828369
Cambodia,KHM,2005,NA
Cambodia,KHM,2006,39.738410949707
Cambodia,KHM,2007,42.6907386779785
Cambodia,KHM,2008,45.2158813476563
Cambodia,KHM,2009,NA
Cambodia,KHM,2010,NA
Lao PDR,LAO,1980,18.4017200469971
Lao PDR,LAO,1981,19.5845909118652
Lao PDR,LAO,1982,NA
Lao PDR,LAO,1983,NA
Lao PDR,LAO,1984,20.9019908905029
Lao PDR,LAO,1985,21.294059753418
Lao PDR,LAO,1986,21.1340198516846
Lao PDR,LAO,1987,NA
Lao PDR,LAO,1988,23.9096908569336
Lao PDR,LAO,1989,NA
Lao PDR,LAO,1990,23.1649208068848
Lao PDR,LAO,1991,NA
Lao PDR,LAO,1992,20.2344093322754
Lao PDR,LAO,1993,22.0095596313477
Lao PDR,LAO,1994,23.8803100585938
Lao PDR,LAO,1995,24.5314598083496
Lao PDR,LAO,1996,24.7626495361328
Lao PDR,LAO,1997,26.7113399505615
Lao PDR,LAO,1998,29.0415496826172
Lao PDR,LAO,1999,32.0795707702637
Lao PDR,LAO,2000,34.1422004699707
Lao PDR,LAO,2001,35.9674682617188
Lao PDR,LAO,2002,38.6908798217773
Lao PDR,LAO,2003,41.421760559082
Lao PDR,LAO,2004,43.2256813049316
Lao PDR,LAO,2005,43.6390609741211
Lao PDR,LAO,2006,42.8139381408691
Lao PDR,LAO,2007,43.3777084350586
Lao PDR,LAO,2008,44.1645011901855
Lao PDR,LAO,2009,45.4395599365234
Lao PDR,LAO,2010,46.9580001831055
Myanmar,MMR,1980,20.440710067749
Myanmar,MMR,1981,21.3484191894531
Myanmar,MMR,1982,22.8131008148193
Myanmar,MMR,1983,23.5074005126953
Myanmar,MMR,1984,23.3210697174072
Myanmar,MMR,1985,23.0520992279053
Myanmar,MMR,1986,23.2074394226074
Myanmar,MMR,1987,23.9919490814209
Myanmar,MMR,1988,23.8342800140381
Myanmar,MMR,1989,24.8945407867432
Myanmar,MMR,1990,19.530179977417
Myanmar,MMR,1991,21.666389465332
Myanmar,MMR,1992,23.5173892974854
Myanmar,MMR,1993,23.7575702667236
Myanmar,MMR,1994,24.9521503448486
Myanmar,MMR,1995,28.2695007324219
Myanmar,MMR,1996,NA
Myanmar,MMR,1997,NA
Myanmar,MMR,1998,NA
Myanmar,MMR,1999,33.1931114196777
Myanmar,MMR,2000,36.8745307922363
Myanmar,MMR,2001,37.7925109863281
Myanmar,MMR,2002,39.4820785522461
Myanmar,MMR,2003,40.1162414550781
Myanmar,MMR,2004,43.2648391723633
Myanmar,MMR,2005,44.3373489379883
Myanmar,MMR,2006,46.3112106323242
Myanmar,MMR,2007,46.2388191223145
Myanmar,MMR,2008,48.5485610961914
Myanmar,MMR,2009,47.9327697753906
Myanmar,MMR,2010,48.1374702453613
Malaysia,MYS,1980,54.7562294006348
Malaysia,MYS,1981,57.1901702880859
Malaysia,MYS,1982,57.3295097351074
Malaysia,MYS,1983,60.7888107299805
Malaysia,MYS,1984,62.9724388122559
Malaysia,MYS,1985,63.1813087463379
Malaysia,MYS,1986,66.2517013549805
Malaysia,MYS,1987,68.0646286010742
Malaysia,MYS,1988,66.3335494995117
Malaysia,MYS,1989,65.3924102783203
Malaysia,MYS,1990,63.4149894714355
Malaysia,MYS,1991,64.5256423950195
Malaysia,MYS,1992,65.6116333007813
Malaysia,MYS,1993,64.5334167480469
Malaysia,MYS,1994,64.7785415649414
Malaysia,MYS,1995,64.8216171264648
Malaysia,MYS,1996,66.4293518066406
Malaysia,MYS,1997,67.0067901611328
Malaysia,MYS,1998,78.6279220581055
Malaysia,MYS,1999,77.8520126342773
Malaysia,MYS,2000,77.4147415161133
Malaysia,MYS,2001,76.8985977172852
Malaysia,MYS,2002,77.0174865722656
Malaysia,MYS,2003,82.9039001464844
Malaysia,MYS,2004,84.1285095214844
Malaysia,MYS,2005,80.6602401733398
Malaysia,MYS,2006,79.7300186157227
Malaysia,MYS,2007,77.4762878417969
Malaysia,MYS,2008,77.1108703613281
Malaysia,MYS,2009,76.1243209838867
Malaysia,MYS,2010,77.2670288085938
Philippines,PHL,1980,65.5143280029297
Philippines,PHL,1981,64.3163299560547
Philippines,PHL,1982,63.1673698425293
Philippines,PHL,1983,65.1484375
Philippines,PHL,1984,66.1097717285156
Philippines,PHL,1985,67.1578598022461
Philippines,PHL,1986,63.6484985351563
Philippines,PHL,1987,66.4163513183594
Philippines,PHL,1988,66.4516067504883
Philippines,PHL,1989,69.5247497558594
Philippines,PHL,1990,72.0137710571289
Philippines,PHL,1991,71.5706787109375
Philippines,PHL,1992,73.0001678466797
Philippines,PHL,1993,74.9715423583984
Philippines,PHL,1994,76.0899810791016
Philippines,PHL,1995,77.4069595336914
Philippines,PHL,1996,76.3930282592773
Philippines,PHL,1997,76.102180480957
Philippines,PHL,1998,74.7387390136719
Philippines,PHL,1999,74.4006729125977
Philippines,PHL,2000,NA
Philippines,PHL,2001,74.7300109863281
Philippines,PHL,2002,79.1892395019531
Philippines,PHL,2003,81.2806167602539
Philippines,PHL,2004,83.3308334350586
Philippines,PHL,2005,82.9036026000977
Philippines,PHL,2006,81.2703094482422
Philippines,PHL,2007,81.2244873046875
Philippines,PHL,2008,81.9643783569336
Philippines,PHL,2009,84.1160278320313
Philippines,PHL,2010,NA
Singapore,SGP,1980,NA
Singapore,SGP,1981,NA
Singapore,SGP,1982,NA
Singapore,SGP,1983,NA
Singapore,SGP,1984,NA
Singapore,SGP,1985,NA
Singapore,SGP,1986,NA
Singapore,SGP,1987,NA
Singapore,SGP,1988,NA
Singapore,SGP,1989,NA
Singapore,SGP,1990,NA
Singapore,SGP,1991,NA
Singapore,SGP,1992,NA
Singapore,SGP,1993,NA
Singapore,SGP,1994,NA
Singapore,SGP,1995,NA
Singapore,SGP,1996,NA
Singapore,SGP,1997,NA
Singapore,SGP,1998,NA
Singapore,SGP,1999,NA
Singapore,SGP,2000,NA
Singapore,SGP,2001,NA
Singapore,SGP,2002,NA
Singapore,SGP,2003,NA
Singapore,SGP,2004,NA
Singapore,SGP,2005,NA
Singapore,SGP,2006,NA
Singapore,SGP,2007,NA
Singapore,SGP,2008,NA
Singapore,SGP,2009,NA
Singapore,SGP,2010,NA
Thailand,THA,1980,27.7804298400879
Thailand,THA,1981,28.6206703186035
Thailand,THA,1982,28.8844795227051
Thailand,THA,1983,NA
Thailand,THA,1984,30.3563404083252
Thailand,THA,1985,30.6374397277832
Thailand,THA,1986,30.1569595336914
Thailand,THA,1987,29.2773094177246
Thailand,THA,1988,28.1738204956055
Thailand,THA,1989,27.9135608673096
Thailand,THA,1990,28.5175399780273
Thailand,THA,1991,30.2601890563965
Thailand,THA,1992,33.4427909851074
Thailand,THA,1993,37.5629997253418
Thailand,THA,1994,42.537540435791
Thailand,THA,1995,47.7938613891602
Thailand,THA,1996,54.1887283325195
Thailand,THA,1997,57.5036811828613
Thailand,THA,1998,61.1395606994629
Thailand,THA,1999,NA
Thailand,THA,2000,NA
Thailand,THA,2001,62.8620796203613
Thailand,THA,2002,64.9384536743164
Thailand,THA,2003,NA
Thailand,THA,2004,68.3514862060547
Thailand,THA,2005,73.6311569213867
Thailand,THA,2006,74.1841506958008
Thailand,THA,2007,79.3435363769531
Thailand,THA,2008,79.2197723388672
Thailand,THA,2009,80.8186874389648
Thailand,THA,2010,82.4288482666016
Vietnam,VNM,1980,43.4530906677246
Vietnam,VNM,1981,NA
Vietnam,VNM,1982,NA
Vietnam,VNM,1983,NA
Vietnam,VNM,1984,NA
Vietnam,VNM,1985,NA
Vietnam,VNM,1986,NA
Vietnam,VNM,1987,NA
Vietnam,VNM,1988,NA
Vietnam,VNM,1989,NA
Vietnam,VNM,1990,34.9037590026855
Vietnam,VNM,1991,NA
Vietnam,VNM,1992,NA
Vietnam,VNM,1993,NA
Vietnam,VNM,1994,NA
Vietnam,VNM,1995,NA
Vietnam,VNM,1996,NA
Vietnam,VNM,1997,NA
Vietnam,VNM,1998,58.260181427002
Vietnam,VNM,1999,NA
Vietnam,VNM,2000,NA
Vietnam,VNM,2001,NA
Vietnam,VNM,2002,NA
Vietnam,VNM,2003,NA
Vietnam,VNM,2004,NA
Vietnam,VNM,2005,NA
Vietnam,VNM,2006,NA
Vietnam,VNM,2007,NA
Vietnam,VNM,2008,NA
Vietnam,VNM,2009,NA
Vietnam,VNM,2010,NA
